<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
خشرق-ت,13840221,711.74,712,703,710.54,21050,111735991.00,13,711
خشرق-ت,13840224,709.07,709,690,698.50,31844,165391704.00,19,711
خشرق-ت,13840225,695.69,696,688,692.88,25640,132129570.00,15,698
خشرق-ت,13840226,692.88,696,693,693.28,8615,44746577.00,15,693
خشرق-ت,13840227,694.48,701,694,693.68,5720,29781896.00,7,693
خشرق-ت,13840228,694.48,701,694,694.08,4418,23067900.00,12,694
خشرق-ت,13840231,695.69,712,696,703.31,29885,157987398.00,25,694
خشرق-ت,13840301,707.59,736,703,723.11,30018,164062897.00,21,703
خشرق-ت,13840302,727.26,727,709,719.77,21514,115252124.00,29,723
خشرق-ت,13840304,715.09,715,696,713.75,19762,104448838.00,22,720
خشرق-ت,13840317,695.69,696,575,593.07,85290,378100810.00,26,714
خشرق-ت,13840318,563.51,564,564,563.51,68937,290362644.00,25,593
خشرق-ت,13840321,563.51,592,564,577.15,69670,300617438.00,42,564
خشرق-ت,13840322,588.39,588,575,576.22,31082,133814499.00,23,577
خشرق-ت,13840323,575.41,577,549,572.20,47194,201873896.00,20,576
خشرق-ت,13840324,568.59,570,567,570.20,21972,93367500.00,14,572
خشرق-ت,13840325,561.90,570,562,566.99,2174850,9263974280.00,11,570
خشرق-ت,13840328,563.37,572,563,567.12,20196,85655156.00,17,567
خشرق-ت,13840329,572.34,579,572,575.41,42340,182109498.00,28,567
خشرق-ت,13840330,581.97,582,575,575.68,13331,57451380.00,9,575
خشرق-ت,13840331,576.62,577,575,575.68,5933,25560286.00,5,576
خشرق-ت,13840401,575.81,580,562,575.15,21659,93064344.00,12,576
خشرق-ت,13840404,562.17,591,547,578.36,65104,281485970.00,39,575
خشرق-ت,13840405,575.15,575,549,568.86,15798,65334413.00,13,578
خشرق-ت,13840406,561.90,568,556,567.52,7558,31722684.00,4,569
خشرق-ت,13840407,559.23,560,555,560.43,28896,120397958.00,23,568
خشرق-ت,13840408,549.73,561,549,552.00,31706,130194364.00,12,560
خشرق-ت,13840411,548.79,555,549,551.33,35297,145476861.00,23,552
خشرق-ت,13840412,548.52,549,535,546.78,20010,81040870.00,9,551
خشرق-ت,13840413,548.39,574,548,551.60,44338,182835830.00,21,547
خشرق-ت,13840414,561.90,562,555,554.54,12659,53154650.00,7,552
خشرق-ت,13840415,554.41,555,554,554.41,14774,61237416.00,7,555
خشرق-ت,13840418,554.68,563,555,556.01,23966,99848694.00,12,554
خشرق-ت,13840420,555.48,559,555,556.42,6382,26653636.00,7,556
خشرق-ت,13840421,559.49,569,559,560.96,26663,112359151.00,18,556
خشرق-ت,13840422,562.84,569,562,561.63,10498,44277924.00,17,561
خشرق-ت,13840425,573.41,577,567,573.67,50765,217685627.00,27,562
خشرق-ت,13840426,572.60,575,570,572.47,119402,512127648.00,14,574
خشرق-ت,13840427,572.47,572,569,571.94,10201,43504510.00,9,572
خشرق-ت,13840428,561.90,571,562,570.60,5145,21609650.00,5,572
خشرق-ت,13840429,572.60,573,565,570.20,3850,16310070.00,6,571
خشرق-ت,13840501,567.25,571,555,566.85,29097,123006538.00,12,570
خشرق-ت,13840502,573.94,574,562,569.26,75010,319183033.00,11,567
خشرق-ت,13840503,568.46,568,555,567.65,6971,29180012.00,7,569
خشرق-ت,13840504,561.90,563,556,562.97,29768,124905150.00,14,568
خشرق-ت,13840505,561.90,562,557,562.30,13076,54849092.00,13,563
خشرق-ت,13840508,562.30,570,562,568.19,127285,540654425.00,26,562
خشرق-ت,13840509,572.47,572,562,568.19,3907,16615350.00,6,568
خشرق-ت,13840510,571.27,571,568,568.32,2865,12224558.00,7,568
خشرق-ت,13840511,570.86,573,569,568.59,409038,1746505238.00,16,568
خشرق-ت,13840512,571.27,575,569,569.39,357003,1528041050.00,15,569
خشرق-ت,13840515,575.28,577,573,572.74,108553,464787115.00,17,569
خشرق-ت,13840516,562.17,572,562,570.86,7756,32624172.00,9,573
خشرق-ت,13840517,570.73,573,571,572.47,596319,2552191832.00,29,571
خشرق-ت,13840518,572.47,575,572,573.94,54400,233401368.00,16,572
خشرق-ت,13840519,575.28,578,574,575.15,149790,644050177.00,36,574
خشرق-ت,13840522,575.15,578,575,575.81,69794,300426917.00,28,575
خشرق-ت,13840523,581.70,582,582,581.84,100010,435042285.00,24,576
خشرق-ت,13840524,585.31,585,582,581.84,7064,30744740.00,5,582
خشرق-ت,13840525,581.84,583,582,583.04,52205,227531434.00,13,582
خشرق-ت,13840526,575.81,582,576,581.57,45640,198433962.00,18,583
خشرق-ت,13840529,581.57,589,582,583.17,137031,597448901.00,25,582
خشرق-ت,13840530,588.52,602,584,584.24,5300,23460196.00,6,583
خشرق-ت,13840531,595.48,602,589,589.46,341476,1503390508.00,38,584
خشرق-ت,13840601,591.33,602,591,598.29,33730,151443620.00,12,589
خشرق-ت,13840602,598.69,609,598,599.50,7467,33787807.00,6,598
خشرق-ت,13840605,598.83,609,599,602.97,18231,82786895.00,16,599
خشرق-ت,13840606,607.52,608,599,603.37,18154,81993975.00,11,603
خشرق-ت,13840607,598.96,607,595,603.64,9824,44414598.00,12,603
خشرق-ت,13840608,605.11,605,604,603.64,2305,10425405.00,4,604
خشرق-ت,13840609,608.73,609,604,603.64,665,3025370.00,2,604
خشرق-ت,13840612,599.36,609,579,603.91,24406,110248439.00,13,604
خشرق-ت,13840613,602.04,604,602,603.51,6280,28251570.00,4,604
خشرق-ت,13840614,601.77,609,602,604.04,6195,28123430.00,9,604
خشرق-ت,13840615,604.04,609,604,604.18,9417,42578004.00,7,604
خشرق-ت,13840616,605.38,609,605,604.85,10980,49816885.00,7,604
خشرق-ت,13840619,604.85,605,602,604.71,4618,20860360.00,4,605
خشرق-ت,13840620,604.71,605,574,592.67,17922,77234050.00,7,605
خشرق-ت,13840621,591.33,593,582,592.54,754,3317858.00,4,593
خشرق-ت,13840622,562.97,580,563,580.23,17325,72904890.00,13,593
خشرق-ت,13840623,562.97,589,551,563.11,41017,172543000.00,25,580
خشرق-ت,13840626,563.11,563,563,563.11,6340,26685060.00,1,563
خشرق-ت,13840627,566.32,569,563,563.37,5200,21986247.00,8,563
خشرق-ت,13840628,565.25,565,563,563.37,1170,4938110.00,3,563
خشرق-ت,13840630,564.58,575,564,563.91,275607,1183058490.00,10,563
خشرق-ت,13840702,561.90,564,549,563.77,228,949940.00,3,564
خشرق-ت,13840704,548.52,564,549,563.51,813,3344040.00,3,564
خشرق-ت,13840709,535.41,563,535,562.84,1010,4044070.00,2,564
خشرق-ت,13840712,534.74,558,535,558.29,6734,26917558.00,5,563
خشرق-ت,13840713,534.74,549,531,535.01,72289,289095896.00,26,558
خشرق-ت,13840716,551.20,551,536,535.55,1599,6586710.00,2,535
خشرق-ت,13840717,535.14,546,534,535.95,3469,14037839.00,8,536
